q,psi
0.93,2.56
0.7,2.96
0.6,3.13
0.63,3.28
0.63,3.37
0.67,3.39
0.69,3.19
0.77,2.6
0.72,1.24
0.51,1.07
0.66,2.62
0.13,3.04
0.46,3.46
0.41,3.6
0.51,3.78
0.73,3.9
0.79,3.65
0.72,2.83
0.78,1.32
0.36,0.9
0.94,2.69
1.02,3.44
0.56,3.49
0.43,3.43
0.58,3.54
0.55,3.43
0.58,3.16
0.65,2.45
0.62,1.06
0.43,0.72
0.7,2.15
0.51,2.7
0.7,3.04
0.4,2.87
0.56,2.88
0.31,2.58
0.53,2.48
0.67,1.94
0.54,0.78
0.63,0.6
0.99,1.77
0.48,2.01
0.79,2.39
0.53,2.25
0.68,2.22
0.38,1.9
0.9,2.02
0.65,1.43
0.71,0.64
0.5,0.31
0.73,1.12
0.63,1.38
0.68,1.59
0.7,1.58
0.6,1.47
0.53,1.28
0.76,1.29
0.6,0.85
0.89,0.54
0.76,0.25
0.92,0.8
0.62,0.84
0.72,0.94
0.56,0.87
0.81,0.97
0.6,0.77
0.72,0.7
0.39,0.3
1.27,0.53
0.79,0.13
0.94,0.5
0.92,0.61
0.78,0.55
0.75,0.51
0.84,0.59
0.85,0.56
0.99,0.52
0.48,0.12
1.17,0.36
1.03,0.09
0.96,0.2
1.19,0.36
1.12,0.34
1.07,0.3
1.1,0.33
1.13,0.35
1.13,0.34
1.25,0.31
1.31,0.28
-1.13,-0.17
-1.15,-0.34
-1.23,-0.42
-1.04,-0.31
-1.09,-0.33
-1.13,-0.38
-1.13,-0.37
-1.12,-0.34
-1.24,-0.33
-1.34,-0.32
-0.78,-0.17
-0.97,-0.59
-0.91,-0.65
-0.76,-0.57
-0.77,-0.58
-0.87,-0.67
-0.85,-0.61
-0.93,-0.54
-0.47,-0.19
-1.32,-0.48
-0.81,-0.3
-0.93,-0.85
-0.6,-0.87
-0.71,-0.99
-0.6,-0.96
-0.82,-1.07
-0.57,-0.87
-0.68,-0.8
-0.47,-0.45
-1.29,-0.59
-0.48,-0.31
-0.72,-1.13
-0.65,-1.42
-0.69,-1.65
-0.67,-1.63
-0.56,-1.58
-0.6,-1.51
-0.81,-1.52
-0.61,-1.0
-0.77,-0.53
-0.58,-0.59
-0.96,-1.76
-0.49,-2.03
-0.81,-2.44
-0.49,-2.29
-0.66,-2.35
-0.46,-2.2
-0.95,-2.33
-0.62,-1.62
-0.72,-0.72
-0.57,-0.8
-0.63,-2.12
-0.42,-2.66
-0.71,-3.06
-0.37,-2.92
-0.54,-3.03
-0.34,-2.87
-0.62,-2.85
-0.72,-2.25
-0.73,-1.01
-0.45,-0.97
-1.0,-2.78
-1.02,-3.5
-0.52,-3.52
-0.46,-3.54
-0.62,-3.72
-0.59,-3.7
-0.67,-3.5
-0.72,-2.77
-0.84,-1.29
-0.37,-1.01
-0.76,-2.73
-0.24,-3.19
-0.43,-3.52
-0.41,-3.67
-0.5,-3.88
-0.73,-4.04
-0.8,-3.81
-0.78,-3.0
-0.67,-1.33
-0.46,-0.99
-0.91,-2.51
-0.7,-3.02
-0.61,-3.22
-0.61,-3.32
-0.6,-3.41
-0.65,-3.43
-0.61,-3.17
-0.77,-2.6
-0.6,-1.18
-0.45,-0.56
-0.56,-1.22
-0.84,-1.63
-0.79,-1.72
-0.65,-1.69
-0.74,-1.74
-0.72,-1.71
-0.59,-1.55
-0.74,-1.36
-0.68,-0.71
0.45,0.56
0.56,1.22
0.84,1.63
0.78,1.71
0.65,1.69
0.74,1.74
0.72,1.71
0.59,1.54
0.74,1.35
0.68,0.71
0.46,0.99
0.9,2.51
0.7,3.02
0.62,3.22
0.61,3.32
0.6,3.41
0.65,3.43
0.61,3.17
0.77,2.6
0.6,1.18
0.37,1.01
0.76,2.73
0.24,3.19
0.43,3.52
0.4,3.67
0.5,3.88
0.73,4.04
0.8,3.81
0.78,3.0
0.67,1.33
0.45,0.97
1.0,2.78
1.02,3.51
0.52,3.52
0.46,3.54
0.62,3.72
0.59,3.71
0.67,3.51
0.72,2.77
0.84,1.29
0.57,0.8
0.63,2.13
0.42,2.66
0.71,3.06
0.37,2.92
0.54,3.03
0.34,2.87
0.62,2.85
0.72,2.25
0.73,1.01
0.58,0.59
0.97,1.76
0.49,2.03
0.81,2.44
0.49,2.29
0.66,2.35
0.46,2.2
0.95,2.33
0.62,1.62
0.72,0.72
0.48,0.31
0.72,1.13
0.65,1.42
0.69,1.65
0.67,1.63
0.56,1.58
0.6,1.51
0.81,1.52
0.61,1.0
0.77,0.53
0.81,0.3
0.93,0.85
0.6,0.87
0.71,0.99
0.6,0.96
0.82,1.07
0.57,0.87
0.68,0.8
0.47,0.45
1.29,0.59
0.78,0.17
0.97,0.59
0.91,0.65
0.76,0.57
0.77,0.58
0.87,0.67
0.85,0.61
0.93,0.54
0.47,0.19
1.32,0.48
1.13,0.17
1.15,0.34
1.23,0.42
1.04,0.31
1.09,0.33
1.13,0.38
1.13,0.36
1.12,0.34
1.24,0.33
1.34,0.32
-1.31,-0.28
-1.25,-0.43
-1.13,-0.39
-1.0,-0.31
-1.18,-0.41
-1.13,-0.41
-1.1,-0.37
-1.13,-0.37
-1.28,-0.39
-1.43,-0.38
-0.82,-0.25
-1.0,-0.67
-0.88,-0.67
-0.75,-0.62
-0.81,-0.71
-0.88,-0.78
-0.84,-0.69
-0.87,-0.59
-0.49,-0.29
-1.43,-0.58
-0.88,-0.38
-0.94,-0.93
-0.58,-0.93
-0.73,-1.08
-0.63,-1.11
-0.8,-1.22
-0.53,-1.03
-0.67,-0.95
-0.53,-0.61
-1.18,-0.59
-0.54,-0.37
-0.71,-1.19
-0.68,-1.51
-0.69,-1.75
-0.63,-1.76
-0.57,-1.81
-0.71,-1.86
-0.84,-1.81
-0.59,-1.19
-0.76,-0.61
-0.52,-0.56
-1.0,-1.79
-0.52,-2.1
-0.8,-2.53
-0.45,-2.42
-0.68,-2.63
-0.57,-2.62
-0.96,-2.68
-0.64,-1.9
-0.94,-0.95
-0.49,-0.76
-0.54,-2.05
-0.37,-2.64
-0.73,-3.14
-0.33,-3.05
-0.54,-3.28
-0.4,-3.24
-0.71,-3.25
-0.82,-2.56
-0.78,-1.13
-0.58,-1.06
-0.94,-2.78
-0.96,-3.5
-0.48,-3.56
-0.5,-3.68
-0.66,-3.95
-0.63,-3.98
-0.73,-3.78
-0.76,-2.93
-0.65,-1.23
-0.51,-1.11
-0.83,-2.85
-0.34,-3.31
-0.41,-3.59
-0.4,-3.77
-0.48,-3.99
-0.71,-4.16
-0.77,-3.89
-0.79,-3.02
-0.54,-1.25
-0.36,-0.96
-0.95,-2.56
-0.76,-3.07
-0.64,-3.27
-0.62,-3.39
-0.57,-3.44
-0.67,-3.5
-0.55,-3.16
-0.67,-2.54
-0.68,-1.19
-0.42,-0.52
-0.51,-1.16
-0.52,-1.44
-0.72,-1.67
-0.79,-1.77
-0.66,-1.74
-0.78,-1.78
-0.71,-1.62
-0.68,-1.32
-0.67,-0.7
0.42,0.53
0.51,1.16
0.52,1.44
0.72,1.67
0.78,1.77
0.66,1.74
0.78,1.77
0.71,1.61
0.67,1.32
0.67,0.7
0.36,0.96
0.95,2.56
0.76,3.07
0.64,3.27
0.62,3.39
0.57,3.44
0.67,3.5
0.55,3.16
0.67,2.53
0.68,1.19
0.51,1.11
0.83,2.85
0.34,3.31
0.41,3.59
0.4,3.76
0.48,3.99
0.71,4.16
0.77,3.89
0.79,3.02
0.54,1.25
0.58,1.06
0.94,2.78
0.97,3.5
0.48,3.57
0.5,3.68
0.66,3.95
0.63,3.98
0.73,3.78
0.76,2.93
0.65,1.23
0.49,0.76
0.54,2.05
0.37,2.64
0.73,3.14
0.33,3.05
0.54,3.28
0.4,3.24
0.71,3.25
0.82,2.56
0.78,1.13
0.52,0.57
1.0,1.79
0.52,2.1
0.8,2.53
0.45,2.42
0.68,2.63
0.57,2.62
0.96,2.68
0.64,1.9
0.94,0.95
0.54,0.37
0.71,1.19
0.68,1.51
0.69,1.75
0.63,1.76
0.57,1.82
0.71,1.86
0.84,1.81
0.59,1.19
0.76,0.61
0.89,0.38
0.94,0.93
0.58,0.93
0.73,1.09
0.63,1.11
0.8,1.22
0.53,1.03
0.67,0.95
0.53,0.61
1.18,0.59
0.82,0.25
1.0,0.67
0.88,0.67
0.75,0.62
0.82,0.71
0.88,0.78
0.84,0.68
0.87,0.59
0.49,0.29
1.43,0.58
1.31,0.28
1.25,0.43
1.13,0.38
1.0,0.31
1.18,0.41
1.13,0.41
1.09,0.37
1.13,0.37
1.28,0.39
1.43,0.38
-1.48,-0.37
-1.2,-0.43
-1.03,-0.35
-1.1,-0.4
-1.23,-0.5
-1.06,-0.42
-1.1,-0.41
-1.19,-0.45
-1.35,-0.49
-1.52,-0.45
-0.89,-0.34
-1.01,-0.74
-0.84,-0.71
-0.76,-0.74
-0.86,-0.87
-0.88,-0.89
-0.81,-0.77
-0.81,-0.67
-0.52,-0.41
-1.46,-0.63
-0.95,-0.48
-0.95,-1.01
-0.56,-1.02
-0.75,-1.25
-0.66,-1.32
-0.77,-1.41
-0.51,-1.23
-0.71,-1.16
-0.59,-0.78
-1.07,-0.61
-0.65,-0.48
-0.67,-1.28
-0.7,-1.64
-0.67,-1.91
-0.62,-2.0
-0.64,-2.17
-0.83,-2.26
-0.83,-2.08
-0.6,-1.4
-0.92,-0.75
-0.61,-0.66
-1.06,-1.92
-0.56,-2.24
-0.77,-2.68
-0.46,-2.67
-0.75,-3.02
-0.67,-3.06
-0.98,-3.0
-0.73,-2.14
-0.92,-0.99
-0.42,-0.73
-0.54,-2.07
-0.35,-2.7
-0.76,-3.29
-0.29,-3.25
-0.59,-3.62
-0.46,-3.61
-0.79,-3.54
-0.84,-2.68
-0.5,-1.0
-0.43,-0.97
-0.85,-2.7
-0.88,-3.49
-0.46,-3.66
-0.53,-3.86
-0.69,-4.18
-0.66,-4.2
-0.75,-3.93
-0.71,-2.95
-0.63,-1.21
-0.64,-1.2
-0.84,-2.9
-0.41,-3.43
-0.4,-3.68
-0.39,-3.87
-0.46,-4.08
-0.68,-4.22
-0.71,-3.9
-0.73,-3.0
-0.64,-1.3
-0.45,-1.04
-0.94,-2.64
-0.86,-3.22
-0.71,-3.36
-0.67,-3.44
-0.54,-3.46
-0.67,-3.51
-0.58,-3.18
-0.58,-2.49
-0.68,-1.19
-0.34,-0.51
-0.59,-1.23
-0.56,-1.48
-0.44,-1.51
-0.63,-1.66
-0.67,-1.71
-0.68,-1.72
-0.74,-1.64
-0.8,-1.38
-0.64,-0.7
0.34,0.51
0.59,1.23
0.56,1.48
0.44,1.51
0.63,1.66
0.67,1.71
0.68,1.72
0.74,1.64
0.79,1.38
0.64,0.7
0.45,1.04
0.94,2.64
0.86,3.22
0.71,3.36
0.67,3.44
0.54,3.46
0.67,3.51
0.58,3.18
0.58,2.49
0.68,1.19
0.64,1.2
0.84,2.9
0.41,3.43
0.4,3.68
0.39,3.87
0.46,4.08
0.68,4.22
0.71,3.9
0.73,3.0
0.64,1.3
0.43,0.97
0.85,2.71
0.88,3.49
0.46,3.66
0.53,3.86
0.7,4.18
0.66,4.2
0.75,3.93
0.71,2.95
0.63,1.21
0.42,0.73
0.54,2.08
0.35,2.7
0.76,3.29
0.29,3.25
0.59,3.62
0.46,3.61
0.79,3.54
0.84,2.68
0.5,1.0
0.61,0.66
1.06,1.92
0.56,2.24
0.77,2.68
0.46,2.67
0.75,3.02
0.67,3.06
0.98,3.0
0.73,2.14
0.92,0.99
0.65,0.48
0.67,1.28
0.7,1.64
0.67,1.91
0.62,2.0
0.64,2.17
0.83,2.26
0.83,2.08
0.6,1.4
0.92,0.75
0.95,0.48
0.95,1.01
0.56,1.02
0.75,1.25
0.66,1.32
0.77,1.41
0.51,1.23
0.71,1.16
0.59,0.78
1.07,0.61
0.89,0.34
1.01,0.74
0.84,0.71
0.76,0.74
0.86,0.87
0.88,0.89
0.81,0.77
0.81,0.67
0.52,0.41
1.46,0.63
1.48,0.37
1.2,0.43
1.03,0.35
1.1,0.4
1.23,0.5
1.05,0.42
1.1,0.41
1.19,0.45
1.35,0.49
1.52,0.45
-1.55,-0.42
-1.07,-0.39
-1.07,-0.41
-1.23,-0.53
-1.16,-0.52
-1.0,-0.43
-1.2,-0.51
-1.28,-0.55
-1.4,-0.56
-1.56,-0.48
-0.99,-0.43
-1.01,-0.79
-0.82,-0.8
-0.79,-0.92
-0.9,-1.03
-0.85,-0.99
-0.77,-0.88
-0.76,-0.77
-0.54,-0.51
-1.42,-0.64
-1.01,-0.57
-0.95,-1.11
-0.55,-1.17
-0.8,-1.48
-0.67,-1.56
-0.71,-1.62
-0.52,-1.46
-0.77,-1.37
-0.63,-0.92
-1.01,-0.61
-0.71,-0.58
-0.6,-1.37
-0.71,-1.83
-0.66,-2.15
-0.66,-2.34
-0.74,-2.57
-0.9,-2.61
-0.8,-2.29
-0.66,-1.55
-0.93,-0.76
-0.72,-0.81
-1.08,-2.08
-0.59,-2.45
-0.73,-2.92
-0.52,-3.05
-0.84,-3.46
-0.74,-3.43
-1.0,-3.22
-0.75,-2.21
-0.64,-0.85
-0.63,-0.9
-0.59,-2.24
-0.34,-2.86
-0.79,-3.52
-0.26,-3.54
-0.67,-3.99
-0.52,-3.92
-0.8,-3.69
-0.75,-2.67
-0.55,-1.02
-0.36,-0.95
-0.78,-2.7
-0.8,-3.54
-0.48,-3.84
-0.55,-4.1
-0.73,-4.43
-0.68,-4.37
-0.73,-3.98
-0.66,-2.94
-0.82,-1.3
-0.48,-1.11
-0.79,-2.88
-0.43,-3.53
-0.39,-3.83
-0.4,-4.04
-0.44,-4.19
-0.64,-4.25
-0.67,-3.87
-0.69,-2.93
-0.56,-1.25
-0.56,-1.09
-0.93,-2.67
-0.89,-3.35
-0.78,-3.55
-0.77,-3.62
-0.58,-3.52
-0.65,-3.48
-0.61,-3.15
-0.59,-2.46
-0.67,-1.17
-0.36,-0.53
-0.49,-1.2
-0.68,-1.59
-0.6,-1.66
-0.5,-1.63
-0.52,-1.62
-0.61,-1.63
-0.55,-1.51
-0.81,-1.36
-0.7,-0.72
0.36,0.53
0.49,1.21
0.68,1.59
0.6,1.66
0.5,1.63
0.52,1.62
0.61,1.63
0.55,1.5
0.8,1.35
0.7,0.72
0.56,1.09
0.93,2.67
0.89,3.35
0.78,3.55
0.78,3.62
0.58,3.52
0.65,3.48
0.61,3.15
0.59,2.45
0.67,1.17
0.48,1.11
0.79,2.88
0.44,3.53
0.39,3.83
0.39,4.04
0.44,4.19
0.64,4.24
0.67,3.87
0.69,2.93
0.56,1.25
0.36,0.95
0.78,2.7
0.8,3.55
0.48,3.84
0.55,4.1
0.73,4.43
0.68,4.37
0.73,3.98
0.66,2.94
0.82,1.3
0.63,0.9
0.59,2.24
0.34,2.86
0.79,3.53
0.26,3.54
0.67,3.99
0.52,3.92
0.81,3.69
0.75,2.67
0.56,1.02
0.72,0.81
1.08,2.08
0.59,2.45
0.73,2.92
0.52,3.05
0.84,3.46
0.74,3.43
1.0,3.22
0.75,2.21
0.64,0.85
0.71,0.58
0.6,1.37
0.71,1.83
0.66,2.15
0.66,2.34
0.74,2.57
0.9,2.61
0.8,2.29
0.66,1.55
0.93,0.76
1.01,0.57
0.95,1.11
0.55,1.17
0.8,1.48
0.67,1.56
0.71,1.62
0.52,1.46
0.77,1.37
0.63,0.92
1.01,0.61
0.99,0.43
1.01,0.79
0.82,0.8
0.79,0.92
0.9,1.03
0.85,0.99
0.77,0.88
0.76,0.77
0.54,0.51
1.42,0.64
1.55,0.42
1.07,0.39
1.07,0.41
1.23,0.53
1.16,0.52
1.0,0.43
1.2,0.51
1.28,0.55
1.4,0.56
1.56,0.48
-1.54,-0.42
-1.01,-0.4
-1.25,-0.55
-1.23,-0.59
-1.03,-0.5
-1.11,-0.53
-1.34,-0.64
-1.29,-0.59
-1.39,-0.56
-1.54,-0.46
-1.03,-0.49
-0.98,-0.86
-0.83,-0.95
-0.83,-1.1
-0.91,-1.15
-0.8,-1.09
-0.73,-0.97
-0.71,-0.81
-0.55,-0.53
-1.33,-0.58
-1.08,-0.66
-0.96,-1.23
-0.55,-1.35
-0.85,-1.74
-0.63,-1.78
-0.66,-1.82
-0.6,-1.69
-0.83,-1.53
-0.66,-0.99
-0.92,-0.55
-0.78,-0.67
-0.54,-1.47
-0.74,-2.05
-0.67,-2.45
-0.74,-2.73
-0.85,-2.96
-0.91,-2.87
-0.77,-2.41
-0.69,-1.6
-0.83,-0.7
-0.69,-0.87
-1.04,-2.21
-0.62,-2.69
-0.71,-3.23
-0.65,-3.49
-0.91,-3.87
-0.75,-3.68
-1.0,-3.31
-0.67,-2.19
-0.63,-0.85
-0.78,-1.08
-0.66,-2.44
-0.35,-3.09
-0.81,-3.82
-0.26,-3.88
-0.76,-4.35
-0.53,-4.12
-0.75,-3.73
-0.71,-2.66
-0.8,-1.14
-0.65,-1.17
-0.74,-2.81
-0.74,-3.67
-0.53,-4.09
-0.56,-4.36
-0.76,-4.68
-0.7,-4.51
-0.69,-3.97
-0.64,-2.88
-0.65,-1.21
-0.45,-1.13
-0.7,-2.87
-0.44,-3.61
-0.37,-3.99
-0.4,-4.24
-0.41,-4.35
-0.59,-4.29
-0.63,-3.82
-0.66,-2.86
-0.51,-1.2
-0.48,-1.05
-0.92,-2.66
-0.9,-3.39
-0.78,-3.68
-0.86,-3.86
-0.69,-3.74
-0.66,-3.55
-0.62,-3.12
-0.56,-2.38
-0.78,-1.2
-0.43,-0.55
-0.49,-1.19
-0.54,-1.53
-0.61,-1.72
-0.7,-1.82
-0.52,-1.7
-0.62,-1.65
-0.44,-1.41
-0.62,-1.21
-0.64,-0.68
0.44,0.55
0.49,1.2
0.54,1.53
0.61,1.72
0.7,1.81
0.52,1.7
0.62,1.65
0.44,1.41
0.62,1.21
0.64,0.68
0.48,1.05
0.92,2.66
0.91,3.39
0.78,3.68
0.86,3.86
0.69,3.74
0.66,3.55
0.62,3.12
0.56,2.38
0.78,1.2
0.45,1.13
0.7,2.87
0.44,3.61
0.37,3.99
0.4,4.24
0.41,4.35
0.58,4.29
0.63,3.82
0.66,2.86
0.51,1.2
0.65,1.17
0.74,2.81
0.74,3.67
0.54,4.09
0.56,4.36
0.76,4.68
0.7,4.51
0.69,3.97
0.64,2.88
0.65,1.21
0.78,1.08
0.66,2.44
0.35,3.09
0.81,3.82
0.26,3.88
0.76,4.35
0.54,4.12
0.75,3.73
0.71,2.66
0.81,1.14
0.69,0.87
1.04,2.21
0.62,2.7
0.71,3.23
0.65,3.49
0.91,3.87
0.75,3.68
1.0,3.31
0.67,2.19
0.63,0.85
0.78,0.67
0.54,1.47
0.74,2.05
0.67,2.45
0.74,2.73
0.85,2.96
0.91,2.87
0.77,2.41
0.69,1.6
0.83,0.7
1.08,0.66
0.96,1.23
0.55,1.35
0.85,1.74
0.63,1.78
0.66,1.82
0.6,1.69
0.83,1.53
0.66,0.99
0.92,0.55
1.03,0.49
0.98,0.86
0.83,0.95
0.83,1.1
0.91,1.15
0.8,1.09
0.73,0.97
0.71,0.81
0.55,0.53
1.33,0.58
1.54,0.42
1.01,0.4
1.25,0.56
1.23,0.59
1.03,0.5
1.11,0.53
1.35,0.64
1.29,0.59
1.39,0.56
1.54,0.46
-1.52,-0.43
-1.09,-0.48
-1.37,-0.66
-1.06,-0.55
-1.07,-0.56
-1.3,-0.67
-1.31,-0.64
-1.19,-0.52
-1.37,-0.52
-1.48,-0.42
-1.03,-0.52
-0.96,-0.94
-0.87,-1.1
-0.86,-1.22
-0.89,-1.24
-0.74,-1.15
-0.68,-0.99
-0.68,-0.78
-0.56,-0.49
-1.23,-0.5
-1.09,-0.72
-0.98,-1.36
-0.55,-1.54
-0.87,-1.95
-0.56,-1.94
-0.7,-2.01
-0.71,-1.86
-0.86,-1.58
-0.66,-0.99
-0.88,-0.51
-0.91,-0.8
-0.5,-1.59
-0.78,-2.31
-0.72,-2.78
-0.83,-3.09
-0.91,-3.23
-0.87,-2.96
-0.75,-2.42
-0.69,-1.59
-0.86,-0.72
-0.73,-0.94
-0.96,-2.32
-0.68,-2.97
-0.71,-3.56
-0.8,-3.92
-0.92,-4.13
-0.71,-3.76
-0.96,-3.28
-0.61,-2.13
-0.75,-0.9
-0.65,-1.09
-0.73,-2.62
-0.37,-3.33
-0.83,-4.13
-0.29,-4.2
-0.82,-4.61
-0.53,-4.21
-0.67,-3.66
-0.71,-2.6
-0.73,-1.08
-0.77,-1.31
-0.77,-2.97
-0.69,-3.83
-0.62,-4.35
-0.55,-4.59
-0.78,-4.87
-0.71,-4.6
-0.65,-3.93
-0.6,-2.79
-0.51,-1.11
-0.73,-1.35
-0.65,-2.95
-0.43,-3.7
-0.36,-4.11
-0.39,-4.38
-0.4,-4.49
-0.54,-4.37
-0.61,-3.83
-0.62,-2.81
-0.72,-1.27
-0.56,-1.14
-0.82,-2.65
-0.9,-3.43
-0.77,-3.72
-0.85,-3.95
-0.8,-3.94
-0.75,-3.74
-0.69,-3.23
-0.51,-2.33
-0.67,-1.12
-0.45,-0.58
-0.54,-1.23
-0.63,-1.58
-0.45,-1.64
-0.65,-1.81
-0.56,-1.78
-0.69,-1.76
-0.54,-1.51
-0.55,-1.16
-0.47,-0.58
0.45,0.58
0.54,1.23
0.63,1.59
0.45,1.64
0.65,1.8
0.56,1.78
0.69,1.76
0.55,1.5
0.55,1.16
0.47,0.57
0.56,1.15
0.82,2.65
0.9,3.43
0.77,3.72
0.85,3.95
0.8,3.94
0.75,3.74
0.69,3.23
0.51,2.33
0.67,1.12
0.73,1.35
0.65,2.95
0.43,3.71
0.36,4.11
0.39,4.38
0.4,4.49
0.54,4.37
0.61,3.83
0.61,2.81
0.72,1.27
0.77,1.31
0.77,2.97
0.69,3.83
0.62,4.35
0.55,4.59
0.78,4.87
0.71,4.6
0.65,3.93
0.6,2.79
0.51,1.11
0.65,1.09
0.73,2.62
0.37,3.33
0.84,4.13
0.29,4.2
0.82,4.61
0.53,4.21
0.67,3.66
0.71,2.6
0.73,1.08
0.73,0.94
0.96,2.32
0.69,2.98
0.71,3.56
0.8,3.92
0.92,4.14
0.71,3.76
0.96,3.28
0.61,2.13
0.75,0.9
0.91,0.8
0.5,1.59
0.78,2.31
0.72,2.78
0.83,3.09
0.91,3.23
0.87,2.96
0.75,2.42
0.69,1.59
0.86,0.72
1.09,0.72
0.98,1.36
0.55,1.54
0.87,1.95
0.56,1.94
0.7,2.01
0.71,1.86
0.86,1.58
0.66,0.98
0.88,0.51
1.03,0.52
0.96,0.94
0.87,1.1
0.86,1.22
0.89,1.24
0.74,1.15
0.68,0.99
0.68,0.78
0.56,0.49
1.23,0.5
1.52,0.43
1.08,0.48
1.37,0.66
1.06,0.55
1.07,0.56
1.3,0.67
1.31,0.64
1.19,0.52
1.37,0.52
1.48,0.42
-1.57,-0.47
-1.18,-0.56
-1.32,-0.66
-0.96,-0.53
-1.29,-0.67
-1.28,-0.63
-1.12,-0.49
-1.16,-0.45
-1.36,-0.48
-1.41,-0.37
-1.04,-0.55
-0.95,-1.01
-0.9,-1.19
-0.86,-1.27
-0.83,-1.26
-0.65,-1.1
-0.65,-0.91
-0.66,-0.71
-0.58,-0.46
-1.18,-0.46
-1.04,-0.74
-1.02,-1.48
-0.54,-1.69
-0.86,-2.09
-0.51,-2.04
-0.83,-2.14
-0.78,-1.89
-0.85,-1.54
-0.67,-0.96
-0.93,-0.53
-0.91,-0.86
-0.51,-1.73
-0.82,-2.56
-0.78,-3.06
-0.9,-3.33
-0.9,-3.31
-0.77,-2.89
-0.74,-2.34
-0.68,-1.53
-0.92,-0.73
-0.9,-1.09
-0.84,-2.43
-0.8,-3.29
-0.74,-3.88
-0.92,-4.22
-0.86,-4.2
-0.65,-3.67
-0.9,-3.14
-0.58,-2.02
-0.7,-0.83
-0.74,-1.19
-0.74,-2.79
-0.43,-3.61
-0.85,-4.42
-0.33,-4.45
-0.85,-4.73
-0.51,-4.18
-0.6,-3.54
-0.7,-2.49
-0.64,-1.0
-0.62,-1.29
-0.82,-3.12
-0.67,-4.02
-0.72,-4.62
-0.55,-4.77
-0.78,-4.97
-0.73,-4.63
-0.65,-3.91
-0.53,-2.72
-0.62,-1.14
-0.73,-1.41
-0.7,-3.09
-0.43,-3.84
-0.37,-4.26
-0.37,-4.48
-0.38,-4.56
-0.51,-4.42
-0.64,-3.91
-0.61,-2.82
-0.67,-1.22
-0.79,-1.32
-0.8,-2.74
-0.84,-3.48
-0.76,-3.78
-0.8,-3.97
-0.83,-4.01
-0.82,-3.86
-0.82,-3.41
-0.62,-2.44
-0.39,-0.98
-0.64,-0.7
-0.47,-1.25
-0.7,-1.65
-0.56,-1.73
-0.62,-1.81
-0.51,-1.77
-0.59,-1.74
-0.56,-1.56
-0.64,-1.24
-0.48,-0.57
0.64,0.7
0.47,1.25
0.7,1.65
0.56,1.73
0.62,1.81
0.51,1.76
0.58,1.73
0.56,1.56
0.64,1.24
0.48,0.57
0.79,1.32
0.8,2.74
0.84,3.48
0.76,3.78
0.8,3.97
0.83,4.01
0.82,3.85
0.82,3.41
0.62,2.44
0.39,0.98
0.73,1.41
0.7,3.09
0.43,3.84
0.37,4.26
0.37,4.48
0.38,4.56
0.51,4.42
0.64,3.91
0.61,2.82
0.67,1.22
0.62,1.29
0.82,3.12
0.67,4.02
0.72,4.62
0.55,4.77
0.78,4.97
0.73,4.63
0.65,3.91
0.53,2.72
0.63,1.14
0.74,1.19
0.74,2.79
0.43,3.61
0.85,4.42
0.33,4.45
0.85,4.73
0.51,4.18
0.6,3.54
0.7,2.49
0.64,1.0
0.9,1.09
0.84,2.43
0.8,3.29
0.74,3.88
0.92,4.22
0.86,4.2
0.65,3.67
0.9,3.14
0.58,2.02
0.7,0.83
0.91,0.86
0.51,1.73
0.82,2.56
0.78,3.06
0.9,3.33
0.9,3.31
0.77,2.89
0.74,2.34
0.68,1.53
0.92,0.73
1.04,0.74
1.02,1.48
0.54,1.69
0.86,2.09
0.51,2.04
0.83,2.14
0.78,1.89
0.85,1.54
0.67,0.96
0.93,0.53
1.04,0.55
0.95,1.01
0.9,1.19
0.86,1.27
0.83,1.26
0.65,1.1
0.65,0.91
0.66,0.71
0.58,0.46
1.18,0.46
1.57,0.47
1.18,0.56
1.32,0.66
0.96,0.53
1.29,0.67
1.27,0.63
1.12,0.49
1.16,0.45
1.36,0.48
1.41,0.37
-1.62,-0.51
-1.18,-0.56
-1.22,-0.61
-1.03,-0.54
-1.36,-0.65
-1.0,-0.43
-1.06,-0.4
-1.23,-0.46
-1.32,-0.45
-1.34,-0.33
-1.11,-0.61
-0.93,-1.04
-0.92,-1.21
-0.82,-1.24
-0.73,-1.15
-0.59,-0.97
-0.66,-0.83
-0.66,-0.67
-0.6,-0.45
-1.2,-0.46
-1.06,-0.78
-1.03,-1.56
-0.51,-1.75
-0.84,-2.14
-0.56,-2.09
-0.99,-2.18
-0.75,-1.79
-0.83,-1.45
-0.68,-0.91
-0.98,-0.54
-0.85,-0.87
-0.6,-1.89
-0.83,-2.74
-0.85,-3.24
-0.92,-3.4
-0.81,-3.2
-0.69,-2.7
-0.75,-2.2
-0.65,-1.42
-0.88,-0.67
-0.82,-1.09
-0.78,-2.53
-0.93,-3.59
-0.77,-4.11
-0.97,-4.34
-0.76,-4.09
-0.61,-3.51
-0.83,-2.96
-0.56,-1.89
-0.65,-0.76
-0.87,-1.33
-0.67,-2.92
-0.54,-3.92
-0.84,-4.65
-0.37,-4.6
-0.86,-4.73
-0.49,-4.11
-0.57,-3.44
-0.69,-2.42
-0.67,-0.97
-0.8,-1.46
-0.81,-3.29
-0.67,-4.25
-0.81,-4.88
-0.56,-4.91
-0.76,-5.0
-0.74,-4.64
-0.67,-3.93
