Variable_0,Variable_1,Variable_2
0.45,-0.45,0.54
0.55,-0.45,0.54
0.65,-0.45,0.54
0.75,-0.45,0.54
0.85,-0.45,0.54
0.95,-0.45,0.54
0.05,-0.35,0.54
0.15,-0.35,0.54
0.25,-0.35,0.54
0.35,-0.35,0.54
0.45,-0.35,0.54
0.55,-0.35,0.54
0.65,-0.35,0.54
0.75,-0.35,0.54
0.85,-0.35,0.54
0.95,-0.35,0.54
0.05,-0.25,0.54
0.15,-0.25,0.54
0.25,-0.25,0.54
0.35,-0.25,0.54
0.45,-0.25,0.54
0.55,-0.25,0.54
0.65,-0.25,0.54
0.75,-0.25,0.54
0.85,-0.25,0.54
0.95,-0.25,0.54
0.05,-0.15,0.54
0.15,-0.15,0.54
0.25,-0.15,0.54
0.35,-0.15,0.54
0.45,-0.15,0.54
0.55,-0.15,0.54
0.65,-0.15,0.54
0.75,-0.15,0.54
0.85,-0.15,0.54
0.95,-0.15,0.54
0.05,-0.05,0.54
0.15,-0.05,0.54
0.25,-0.05,0.54
0.35,-0.05,0.54
0.45,-0.05,0.54
0.55,-0.05,0.54
0.65,-0.05,0.54
0.75,-0.05,0.54
0.85,-0.05,0.54
0.95,-0.05,0.54
0.05,0.05,0.54
0.15,0.05,0.54
0.25,0.05,0.54
0.35,0.05,0.54
0.45,0.05,0.54
0.55,0.05,0.54
0.65,0.05,0.54
0.75,0.05,0.54
0.85,0.05,0.54
0.95,0.05,0.54
0.05,0.15,0.54
0.15,0.15,0.54
0.25,0.15,0.54
0.35,0.15,0.54
0.45,0.15,0.54
0.55,0.15,0.54
0.65,0.15,0.54
0.75,0.15,0.54
0.85,0.15,0.54
0.95,0.15,0.54
0.05,0.25,0.54
0.15,0.25,0.54
0.25,0.25,0.54
0.35,0.25,0.54
0.45,0.25,0.54
0.55,0.25,0.54
0.65,0.25,0.54
0.75,0.25,0.54
0.85,0.25,0.54
0.95,0.25,0.54
0.05,0.35,0.54
0.15,0.35,0.54
0.25,0.35,0.54
0.35,0.35,0.54
0.45,0.35,0.54
0.55,0.35,0.54
0.65,0.35,0.54
0.75,0.35,0.54
0.85,0.35,0.54
0.95,0.35,0.54
0.05,0.45,0.54
0.15,0.45,0.54
0.25,0.45,0.54
0.35,0.45,0.54
0.45,0.45,0.54
0.55,0.45,0.54
0.65,0.45,0.54
0.75,0.45,0.54
0.85,0.45,0.54
0.95,0.45,0.54
0.05,0.55,0.54
0.15,0.55,0.54
0.25,0.55,0.54
0.35,0.55,0.54
0.45,0.55,0.54
0.55,0.55,0.54
0.65,0.55,0.54
0.75,0.55,0.54
0.85,0.55,0.54
0.95,0.55,0.54
0.05,0.65,0.54
0.15,0.65,0.54
0.25,0.65,0.54
0.35,0.65,0.54
0.45,0.65,0.54
0.55,0.65,0.54
0.65,0.65,0.54
0.75,0.65,0.54
0.85,0.65,0.54
0.95,0.65,0.54
0.05,0.75,0.54
0.15,0.75,0.54
0.25,0.75,0.54
0.35,0.75,0.54
0.45,0.75,0.54
0.55,0.75,0.54
0.65,0.75,0.54
0.75,0.75,0.54
0.85,0.75,0.54
0.95,0.75,0.54
0.05,0.85,0.54
0.15,0.85,0.54
0.25,0.85,0.54
0.35,0.85,0.54
0.45,0.85,0.54
0.55,0.85,0.54
0.65,0.85,0.54
0.75,0.85,0.54
0.85,0.85,0.54
0.95,0.85,0.54
0.05,0.95,0.54
0.15,0.95,0.54
0.25,0.95,0.54
0.35,0.95,0.54
0.45,0.95,0.54
0.55,0.95,0.54
0.65,0.95,0.54
0.75,0.95,0.54
0.85,0.95,0.54
0.95,0.95,0.54
0.05,-0.95,0.55
0.15,-0.95,0.55
0.25,-0.95,0.55
0.35,-0.95,0.55
0.45,-0.95,0.55
0.55,-0.95,0.55
0.65,-0.95,0.55
0.75,-0.95,0.55
0.85,-0.95,0.55
0.95,-0.95,0.55
0.05,-0.85,0.55
0.15,-0.85,0.55
0.25,-0.85,0.55
0.35,-0.85,0.55
0.45,-0.85,0.55
0.55,-0.85,0.55
0.65,-0.85,0.55
0.75,-0.85,0.55
0.85,-0.85,0.55
0.95,-0.85,0.55
0.05,-0.75,0.55
0.15,-0.75,0.55
0.25,-0.75,0.55
0.35,-0.75,0.55
0.45,-0.75,0.55
0.55,-0.75,0.55
0.65,-0.75,0.55
0.75,-0.75,0.55
0.85,-0.75,0.55
0.95,-0.75,0.55
0.05,-0.65,0.55
0.15,-0.65,0.55
0.25,-0.65,0.55
0.35,-0.65,0.55
0.45,-0.65,0.55
0.55,-0.65,0.55
0.65,-0.65,0.55
0.75,-0.65,0.55
0.85,-0.65,0.55
0.95,-0.65,0.55
0.05,-0.55,0.55
0.15,-0.55,0.55
0.25,-0.55,0.55
0.35,-0.55,0.55
0.45,-0.55,0.55
0.55,-0.55,0.55
0.65,-0.55,0.55
0.75,-0.55,0.55
0.85,-0.55,0.55
0.95,-0.55,0.55
0.05,-0.45,0.55
0.15,-0.45,0.55
0.25,-0.45,0.55
0.35,-0.45,0.55
0.45,-0.45,0.55
0.55,-0.45,0.55
0.65,-0.45,0.55
0.75,-0.45,0.55
0.85,-0.45,0.55
0.95,-0.45,0.55
0.05,-0.35,0.55
0.15,-0.35,0.55
0.25,-0.35,0.55
0.35,-0.35,0.55
0.45,-0.35,0.55
0.55,-0.35,0.55
0.65,-0.35,0.55
0.75,-0.35,0.55
0.85,-0.35,0.55
0.95,-0.35,0.55
0.05,-0.25,0.55
0.15,-0.25,0.55
0.25,-0.25,0.55
0.35,-0.25,0.55
0.45,-0.25,0.55
0.55,-0.25,0.55
0.65,-0.25,0.55
0.75,-0.25,0.55
0.85,-0.25,0.55
0.95,-0.25,0.55
0.05,-0.15,0.55
0.15,-0.15,0.55
0.25,-0.15,0.55
0.35,-0.15,0.55
0.45,-0.15,0.55
0.55,-0.15,0.55
0.65,-0.15,0.55
0.75,-0.15,0.55
0.85,-0.15,0.55
0.95,-0.15,0.55
0.05,-0.05,0.55
0.15,-0.05,0.55
0.25,-0.05,0.55
0.35,-0.05,0.55
0.45,-0.05,0.55
0.55,-0.05,0.55
0.65,-0.05,0.55
0.75,-0.05,0.55
0.85,-0.05,0.55
0.95,-0.05,0.55
0.05,0.05,0.55
0.15,0.05,0.55
0.25,0.05,0.55
0.35,0.05,0.55
0.45,0.05,0.55
0.55,0.05,0.55
0.65,0.05,0.55
0.75,0.05,0.55
0.85,0.05,0.55
0.95,0.05,0.55
0.05,0.15,0.55
0.15,0.15,0.55
0.25,0.15,0.55
0.35,0.15,0.55
0.45,0.15,0.55
0.55,0.15,0.55
0.65,0.15,0.55
0.75,0.15,0.55
0.85,0.15,0.55
0.95,0.15,0.55
0.05,0.25,0.55
0.15,0.25,0.55
0.25,0.25,0.55
0.35,0.25,0.55
0.45,0.25,0.55
0.55,0.25,0.55
0.65,0.25,0.55
0.75,0.25,0.55
0.85,0.25,0.55
0.95,0.25,0.55
0.05,0.35,0.55
0.15,0.35,0.55
0.25,0.35,0.55
0.35,0.35,0.55
0.45,0.35,0.55
0.55,0.35,0.55
0.65,0.35,0.55
0.75,0.35,0.55
0.85,0.35,0.55
0.95,0.35,0.55
0.05,0.45,0.55
0.15,0.45,0.55
0.25,0.45,0.55
0.35,0.45,0.55
0.45,0.45,0.55
0.55,0.45,0.55
0.65,0.45,0.55
0.75,0.45,0.55
0.85,0.45,0.55
0.95,0.45,0.55
0.05,0.55,0.55
0.15,0.55,0.55
0.25,0.55,0.55
0.35,0.55,0.55
0.45,0.55,0.55
0.55,0.55,0.55
0.65,0.55,0.55
0.75,0.55,0.55
0.85,0.55,0.55
0.95,0.55,0.55
0.05,0.65,0.55
0.15,0.65,0.55
0.25,0.65,0.55
0.35,0.65,0.55
0.45,0.65,0.55
0.55,0.65,0.55
0.65,0.65,0.55
0.75,0.65,0.55
0.85,0.65,0.55
0.95,0.65,0.55
0.05,0.75,0.55
0.15,0.75,0.55
0.25,0.75,0.55
0.35,0.75,0.55
0.45,0.75,0.55
0.55,0.75,0.55
0.65,0.75,0.55
0.75,0.75,0.55
0.85,0.75,0.55
0.95,0.75,0.55
0.05,0.85,0.55
0.15,0.85,0.55
0.25,0.85,0.55
0.35,0.85,0.55
0.45,0.85,0.55
0.55,0.85,0.55
0.65,0.85,0.55
0.75,0.85,0.55
0.85,0.85,0.55
0.95,0.85,0.55
0.05,0.95,0.55
0.15,0.95,0.55
0.25,0.95,0.55
0.35,0.95,0.55
0.45,0.95,0.55
0.55,0.95,0.55
0.65,0.95,0.55
0.75,0.95,0.55
0.85,0.95,0.55
0.95,0.95,0.55
0.05,-0.95,0.56
0.15,-0.95,0.56
0.25,-0.95,0.56
0.35,-0.95,0.56
0.45,-0.95,0.56
0.55,-0.95,0.56
0.65,-0.95,0.56
0.75,-0.95,0.56
0.85,-0.95,0.56
0.95,-0.95,0.56
0.05,-0.85,0.56
0.15,-0.85,0.56
0.25,-0.85,0.56
0.35,-0.85,0.56
0.45,-0.85,0.56
0.55,-0.85,0.56
0.65,-0.85,0.56
0.75,-0.85,0.56
0.85,-0.85,0.56
0.95,-0.85,0.56
0.05,-0.75,0.56
0.15,-0.75,0.56
0.25,-0.75,0.56
0.35,-0.75,0.56
0.45,-0.75,0.56
0.55,-0.75,0.56
0.65,-0.75,0.56
0.75,-0.75,0.56
0.85,-0.75,0.56
0.95,-0.75,0.56
0.05,-0.65,0.56
0.15,-0.65,0.56
0.25,-0.65,0.56
0.35,-0.65,0.56
0.45,-0.65,0.56
0.55,-0.65,0.56
0.65,-0.65,0.56
0.75,-0.65,0.56
0.85,-0.65,0.56
0.95,-0.65,0.56
0.05,-0.55,0.56
0.15,-0.55,0.56
0.25,-0.55,0.56
0.35,-0.55,0.56
0.45,-0.55,0.56
0.55,-0.55,0.56
0.65,-0.55,0.56
0.75,-0.55,0.56
0.85,-0.55,0.56
0.95,-0.55,0.56
0.05,-0.45,0.56
0.15,-0.45,0.56
0.25,-0.45,0.56
0.35,-0.45,0.56
0.45,-0.45,0.56
0.55,-0.45,0.56
0.65,-0.45,0.56
0.75,-0.45,0.56
0.85,-0.45,0.56
0.95,-0.45,0.56
0.05,-0.35,0.56
0.15,-0.35,0.56
0.25,-0.35,0.56
0.35,-0.35,0.56
0.45,-0.35,0.56
0.55,-0.35,0.56
0.65,-0.35,0.56
0.75,-0.35,0.56
0.85,-0.35,0.56
0.95,-0.35,0.56
0.05,-0.25,0.56
0.15,-0.25,0.56
0.25,-0.25,0.56
0.35,-0.25,0.56
0.45,-0.25,0.56
0.55,-0.25,0.56
0.65,-0.25,0.56
0.75,-0.25,0.56
0.85,-0.25,0.56
0.95,-0.25,0.56
0.05,-0.15,0.56
0.15,-0.15,0.56
0.25,-0.15,0.56
0.35,-0.15,0.56
0.45,-0.15,0.56
0.55,-0.15,0.56
0.65,-0.15,0.56
0.75,-0.15,0.56
0.85,-0.15,0.56
0.95,-0.15,0.56
0.05,-0.05,0.56
0.15,-0.05,0.56
0.25,-0.05,0.56
0.35,-0.05,0.56
0.45,-0.05,0.56
0.55,-0.05,0.56
0.65,-0.05,0.56
0.75,-0.05,0.56
0.85,-0.05,0.56
0.95,-0.05,0.56
0.05,0.05,0.56
0.15,0.05,0.56
0.25,0.05,0.56
0.35,0.05,0.56
0.45,0.05,0.56
0.55,0.05,0.56
0.65,0.05,0.56
0.75,0.05,0.56
0.85,0.05,0.56
0.95,0.05,0.56
0.05,0.15,0.56
0.15,0.15,0.56
0.25,0.15,0.56
0.35,0.15,0.56
0.45,0.15,0.56
0.55,0.15,0.56
0.65,0.15,0.56
0.75,0.15,0.56
0.85,0.15,0.56
0.95,0.15,0.56
0.05,0.25,0.56
0.15,0.25,0.56
0.25,0.25,0.56
0.35,0.25,0.56
0.45,0.25,0.56
0.55,0.25,0.56
0.65,0.25,0.56
0.75,0.25,0.56
0.85,0.25,0.56
0.95,0.25,0.56
0.05,0.35,0.56
0.15,0.35,0.56
0.25,0.35,0.56
0.35,0.35,0.56
0.45,0.35,0.56
0.55,0.35,0.56
0.65,0.35,0.56
0.75,0.35,0.56
0.85,0.35,0.56
0.95,0.35,0.56
0.05,0.45,0.56
0.15,0.45,0.56
0.25,0.45,0.56
0.35,0.45,0.56
0.45,0.45,0.56
0.55,0.45,0.56
0.65,0.45,0.56
0.75,0.45,0.56
0.85,0.45,0.56
0.95,0.45,0.56
0.05,0.55,0.56
0.15,0.55,0.56
0.25,0.55,0.56
0.35,0.55,0.56
0.45,0.55,0.56
0.55,0.55,0.56
0.65,0.55,0.56
0.75,0.55,0.56
0.85,0.55,0.56
0.95,0.55,0.56
0.05,0.65,0.56
0.15,0.65,0.56
0.25,0.65,0.56
0.35,0.65,0.56
0.45,0.65,0.56
0.55,0.65,0.56
0.65,0.65,0.56
0.75,0.65,0.56
0.85,0.65,0.56
0.95,0.65,0.56
0.05,0.75,0.56
0.15,0.75,0.56
0.25,0.75,0.56
0.35,0.75,0.56
0.45,0.75,0.56
0.55,0.75,0.56
0.65,0.75,0.56
0.75,0.75,0.56
0.85,0.75,0.56
0.95,0.75,0.56
0.05,0.85,0.56
0.15,0.85,0.56
0.25,0.85,0.56
0.35,0.85,0.56
0.45,0.85,0.56
0.55,0.85,0.56
0.65,0.85,0.56
0.75,0.85,0.56
0.85,0.85,0.56
0.95,0.85,0.56
0.05,0.95,0.56
0.15,0.95,0.56
0.25,0.95,0.56
0.35,0.95,0.56
0.45,0.95,0.56
0.55,0.95,0.56
0.65,0.95,0.56
0.75,0.95,0.56
0.85,0.95,0.56
0.95,0.95,0.56
0.05,-0.95,0.57
0.15,-0.95,0.57
0.25,-0.95,0.57
0.35,-0.95,0.57
0.45,-0.95,0.57
0.55,-0.95,0.57
0.65,-0.95,0.57
0.75,-0.95,0.57
0.85,-0.95,0.57
0.95,-0.95,0.57
0.05,-0.85,0.57
0.15,-0.85,0.57
0.25,-0.85,0.57
0.35,-0.85,0.57
0.45,-0.85,0.57
0.55,-0.85,0.57
0.65,-0.85,0.57
0.75,-0.85,0.57
0.85,-0.85,0.57
0.95,-0.85,0.57
0.05,-0.75,0.57
0.15,-0.75,0.57
0.25,-0.75,0.57
0.35,-0.75,0.57
0.45,-0.75,0.57
0.55,-0.75,0.57
0.65,-0.75,0.57
0.75,-0.75,0.57
0.85,-0.75,0.57
0.95,-0.75,0.57
0.05,-0.65,0.57
0.15,-0.65,0.57
0.25,-0.65,0.57
0.35,-0.65,0.57
0.45,-0.65,0.57
0.55,-0.65,0.57
0.65,-0.65,0.57
0.75,-0.65,0.57
0.85,-0.65,0.57
0.95,-0.65,0.57
0.05,-0.55,0.57
0.15,-0.55,0.57
0.25,-0.55,0.57
0.35,-0.55,0.57
0.45,-0.55,0.57
0.55,-0.55,0.57
0.65,-0.55,0.57
0.75,-0.55,0.57
0.85,-0.55,0.57
0.95,-0.55,0.57
0.05,-0.45,0.57
0.15,-0.45,0.57
0.25,-0.45,0.57
0.35,-0.45,0.57
0.45,-0.45,0.57
0.55,-0.45,0.57
0.65,-0.45,0.57
0.75,-0.45,0.57
0.85,-0.45,0.57
0.95,-0.45,0.57
0.05,-0.35,0.57
0.15,-0.35,0.57
0.25,-0.35,0.57
0.35,-0.35,0.57
0.45,-0.35,0.57
0.55,-0.35,0.57
0.65,-0.35,0.57
0.75,-0.35,0.57
0.85,-0.35,0.57
0.95,-0.35,0.57
0.05,-0.25,0.57
0.15,-0.25,0.57
0.25,-0.25,0.57
0.35,-0.25,0.57
0.45,-0.25,0.57
0.55,-0.25,0.57
0.65,-0.25,0.57
0.75,-0.25,0.57
0.85,-0.25,0.57
0.95,-0.25,0.57
0.05,-0.15,0.57
0.15,-0.15,0.57
0.25,-0.15,0.57
0.35,-0.15,0.57
0.45,-0.15,0.57
0.55,-0.15,0.57
0.65,-0.15,0.57
0.75,-0.15,0.57
0.85,-0.15,0.57
0.95,-0.15,0.57
0.05,-0.05,0.57
0.15,-0.05,0.57
0.25,-0.05,0.57
0.35,-0.05,0.57
0.45,-0.05,0.57
0.55,-0.05,0.57
0.65,-0.05,0.57
0.75,-0.05,0.57
0.85,-0.05,0.57
0.95,-0.05,0.57
0.05,0.05,0.57
0.15,0.05,0.57
0.25,0.05,0.57
0.35,0.05,0.57
0.45,0.05,0.57
0.55,0.05,0.57
0.65,0.05,0.57
0.75,0.05,0.57
0.85,0.05,0.57
0.95,0.05,0.57
0.05,0.15,0.57
0.15,0.15,0.57
0.25,0.15,0.57
0.35,0.15,0.57
0.45,0.15,0.57
0.55,0.15,0.57
0.65,0.15,0.57
0.75,0.15,0.57
0.85,0.15,0.57
0.95,0.15,0.57
0.05,0.25,0.57
0.15,0.25,0.57
0.25,0.25,0.57
0.35,0.25,0.57
0.45,0.25,0.57
0.55,0.25,0.57
0.65,0.25,0.57
0.75,0.25,0.57
0.85,0.25,0.57
0.95,0.25,0.57
0.05,0.35,0.57
0.15,0.35,0.57
0.25,0.35,0.57
0.35,0.35,0.57
0.45,0.35,0.57
0.55,0.35,0.57
0.65,0.35,0.57
0.75,0.35,0.57
0.85,0.35,0.57
0.95,0.35,0.57
0.05,0.45,0.57
0.15,0.45,0.57
0.25,0.45,0.57
0.35,0.45,0.57
0.45,0.45,0.57
0.55,0.45,0.57
0.65,0.45,0.57
0.75,0.45,0.57
0.85,0.45,0.57
0.95,0.45,0.57
0.05,0.55,0.57
0.15,0.55,0.57
0.25,0.55,0.57
0.35,0.55,0.57
0.45,0.55,0.57
0.55,0.55,0.57
0.65,0.55,0.57
0.75,0.55,0.57
0.85,0.55,0.57
0.95,0.55,0.57
0.05,0.65,0.57
0.15,0.65,0.57
0.25,0.65,0.57
0.35,0.65,0.57
0.45,0.65,0.57
0.55,0.65,0.57
0.65,0.65,0.57
0.75,0.65,0.57
0.85,0.65,0.57
0.95,0.65,0.57
0.05,0.75,0.57
0.15,0.75,0.57
0.25,0.75,0.57
0.35,0.75,0.57
0.45,0.75,0.57
0.55,0.75,0.57
0.65,0.75,0.57
0.75,0.75,0.57
0.85,0.75,0.57
0.95,0.75,0.57
0.05,0.85,0.57
0.15,0.85,0.57
0.25,0.85,0.57
0.35,0.85,0.57
0.45,0.85,0.57
0.55,0.85,0.57
0.65,0.85,0.57
0.75,0.85,0.57
0.85,0.85,0.57
0.95,0.85,0.57
0.05,0.95,0.57
0.15,0.95,0.57
0.25,0.95,0.57
0.35,0.95,0.57
0.45,0.95,0.57
0.55,0.95,0.57
0.65,0.95,0.57
0.75,0.95,0.57
0.85,0.95,0.57
0.95,0.95,0.57
0.05,-0.95,0.58
0.15,-0.95,0.58
0.25,-0.95,0.58
0.35,-0.95,0.58
0.45,-0.95,0.58
0.55,-0.95,0.58
0.65,-0.95,0.58
0.75,-0.95,0.58
0.85,-0.95,0.58
0.95,-0.95,0.58
0.05,-0.85,0.58
0.15,-0.85,0.58
0.25,-0.85,0.58
0.35,-0.85,0.58
0.45,-0.85,0.58
0.55,-0.85,0.58
0.65,-0.85,0.58
0.75,-0.85,0.58
0.85,-0.85,0.58
0.95,-0.85,0.58
0.05,-0.75,0.58
0.15,-0.75,0.58
0.25,-0.75,0.58
0.35,-0.75,0.58
0.45,-0.75,0.58
0.55,-0.75,0.58
0.65,-0.75,0.58
0.75,-0.75,0.58
0.85,-0.75,0.58
0.95,-0.75,0.58
0.05,-0.65,0.58
0.15,-0.65,0.58
0.25,-0.65,0.58
0.35,-0.65,0.58
0.45,-0.65,0.58
0.55,-0.65,0.58
0.65,-0.65,0.58
0.75,-0.65,0.58
0.85,-0.65,0.58
0.95,-0.65,0.58
0.05,-0.55,0.58
0.15,-0.55,0.58
0.25,-0.55,0.58
0.35,-0.55,0.58
0.45,-0.55,0.58
0.55,-0.55,0.58
0.65,-0.55,0.58
0.75,-0.55,0.58
0.85,-0.55,0.58
0.95,-0.55,0.58
0.05,-0.45,0.58
0.15,-0.45,0.58
0.25,-0.45,0.58
0.35,-0.45,0.58
0.45,-0.45,0.58
0.55,-0.45,0.58
0.65,-0.45,0.58
0.75,-0.45,0.58
0.85,-0.45,0.58
0.95,-0.45,0.58
0.05,-0.35,0.58
0.15,-0.35,0.58
0.25,-0.35,0.58
0.35,-0.35,0.58
0.45,-0.35,0.58
0.55,-0.35,0.58
0.65,-0.35,0.58
0.75,-0.35,0.58
0.85,-0.35,0.58
0.95,-0.35,0.58
0.05,-0.25,0.58
0.15,-0.25,0.58
0.25,-0.25,0.58
0.35,-0.25,0.58
0.45,-0.25,0.58
0.55,-0.25,0.58
0.65,-0.25,0.58
0.75,-0.25,0.58
0.85,-0.25,0.58
0.95,-0.25,0.58
0.05,-0.15,0.58
0.15,-0.15,0.58
0.25,-0.15,0.58
0.35,-0.15,0.58
0.45,-0.15,0.58
0.55,-0.15,0.58
0.65,-0.15,0.58
0.75,-0.15,0.58
0.85,-0.15,0.58
0.95,-0.15,0.58
0.05,-0.05,0.58
0.15,-0.05,0.58
0.25,-0.05,0.58
0.35,-0.05,0.58
0.45,-0.05,0.58
0.55,-0.05,0.58
0.65,-0.05,0.58
0.75,-0.05,0.58
0.85,-0.05,0.58
0.95,-0.05,0.58
0.05,0.05,0.58
0.15,0.05,0.58
0.25,0.05,0.58
0.35,0.05,0.58
0.45,0.05,0.58
0.55,0.05,0.58
0.65,0.05,0.58
0.75,0.05,0.58
0.85,0.05,0.58
0.95,0.05,0.58
0.05,0.15,0.58
0.15,0.15,0.58
0.25,0.15,0.58
0.35,0.15,0.58
0.45,0.15,0.58
0.55,0.15,0.58
0.65,0.15,0.58
0.75,0.15,0.58
0.85,0.15,0.58
0.95,0.15,0.58
0.05,0.25,0.58
0.15,0.25,0.58
0.25,0.25,0.58
0.35,0.25,0.58
0.45,0.25,0.58
0.55,0.25,0.58
0.65,0.25,0.58
0.75,0.25,0.58
0.85,0.25,0.58
0.95,0.25,0.58
0.05,0.35,0.58
0.15,0.35,0.58
0.25,0.35,0.58
0.35,0.35,0.58
0.45,0.35,0.58
0.55,0.35,0.58
0.65,0.35,0.58
0.75,0.35,0.58
0.85,0.35,0.58
0.95,0.35,0.58
0.05,0.45,0.58
0.15,0.45,0.58
0.25,0.45,0.58
0.35,0.45,0.58
0.45,0.45,0.58
0.55,0.45,0.58
0.65,0.45,0.58
0.75,0.45,0.58
0.85,0.45,0.58
0.95,0.45,0.58
0.05,0.55,0.58
0.15,0.55,0.58
0.25,0.55,0.58
0.35,0.55,0.58
0.45,0.55,0.58
0.55,0.55,0.58
0.65,0.55,0.58
0.75,0.55,0.58
0.85,0.55,0.58
0.95,0.55,0.58
0.05,0.65,0.58
0.15,0.65,0.58
0.25,0.65,0.58
0.35,0.65,0.58
0.45,0.65,0.58
0.55,0.65,0.58
0.65,0.65,0.58
0.75,0.65,0.58
0.85,0.65,0.58
0.95,0.65,0.58
0.05,0.75,0.58
0.15,0.75,0.58
0.25,0.75,0.58
0.35,0.75,0.58
0.45,0.75,0.58
0.55,0.75,0.58
0.65,0.75,0.58
0.75,0.75,0.58
0.85,0.75,0.58
0.95,0.75,0.58
0.05,0.85,0.58
0.15,0.85,0.58
0.25,0.85,0.58
0.35,0.85,0.58
0.45,0.85,0.58
0.55,0.85,0.58
0.65,0.85,0.58
0.75,0.85,0.58
0.85,0.85,0.58
0.95,0.85,0.58
0.05,0.95,0.58
0.15,0.95,0.58
0.25,0.95,0.58
0.35,0.95,0.58
0.45,0.95,0.58
0.55,0.95,0.58
0.65,0.95,0.58
0.75,0.95,0.58
0.85,0.95,0.58
0.95,0.95,0.58
0.05,-0.95,0.59
0.15,-0.95,0.59
0.25,-0.95,0.59
0.35,-0.95,0.59
0.45,-0.95,0.59
0.55,-0.95,0.59
0.65,-0.95,0.59
0.75,-0.95,0.59
0.85,-0.95,0.59
0.95,-0.95,0.59
0.05,-0.85,0.59
0.15,-0.85,0.59
0.25,-0.85,0.59
0.35,-0.85,0.59
0.45,-0.85,0.59
0.55,-0.85,0.59
0.65,-0.85,0.59
0.75,-0.85,0.59
0.85,-0.85,0.59
0.95,-0.85,0.59
0.05,-0.75,0.59
0.15,-0.75,0.59
0.25,-0.75,0.59
0.35,-0.75,0.59
0.45,-0.75,0.59
0.55,-0.75,0.59
0.65,-0.75,0.59
0.75,-0.75,0.59
0.85,-0.75,0.59
0.95,-0.75,0.59
0.05,-0.65,0.59
0.15,-0.65,0.59
0.25,-0.65,0.59
0.35,-0.65,0.59
0.45,-0.65,0.59
0.55,-0.65,0.59
0.65,-0.65,0.59
0.75,-0.65,0.59
0.85,-0.65,0.59
0.95,-0.65,0.59
0.05,-0.55,0.59
0.15,-0.55,0.59
0.25,-0.55,0.59
0.35,-0.55,0.59
0.45,-0.55,0.59
0.55,-0.55,0.59
0.65,-0.55,0.59
0.75,-0.55,0.59
0.85,-0.55,0.59
0.95,-0.55,0.59
0.05,-0.45,0.59
0.15,-0.45,0.59
0.25,-0.45,0.59
0.35,-0.45,0.59
0.45,-0.45,0.59
0.55,-0.45,0.59
0.65,-0.45,0.59
0.75,-0.45,0.59
0.85,-0.45,0.59
0.95,-0.45,0.59
0.05,-0.35,0.59
0.15,-0.35,0.59
0.25,-0.35,0.59
0.35,-0.35,0.59
0.45,-0.35,0.59
0.55,-0.35,0.59
0.65,-0.35,0.59
0.75,-0.35,0.59
0.85,-0.35,0.59
0.95,-0.35,0.59
0.05,-0.25,0.59
0.15,-0.25,0.59
0.25,-0.25,0.59
0.35,-0.25,0.59
0.45,-0.25,0.59
0.55,-0.25,0.59
0.65,-0.25,0.59
0.75,-0.25,0.59
0.85,-0.25,0.59
0.95,-0.25,0.59
0.05,-0.15,0.59
0.15,-0.15,0.59
0.25,-0.15,0.59
0.35,-0.15,0.59
0.45,-0.15,0.59
0.55,-0.15,0.59
0.65,-0.15,0.59
0.75,-0.15,0.59
0.85,-0.15,0.59
0.95,-0.15,0.59
0.05,-0.05,0.59
0.15,-0.05,0.59
0.25,-0.05,0.59
0.35,-0.05,0.59
0.45,-0.05,0.59
0.55,-0.05,0.59
0.65,-0.05,0.59
0.75,-0.05,0.59
0.85,-0.05,0.59
0.95,-0.05,0.59
0.05,0.05,0.59
0.15,0.05,0.59
0.25,0.05,0.59
0.35,0.05,0.59
0.45,0.05,0.59
0.55,0.05,0.59
0.65,0.05,0.59
0.75,0.05,0.59
0.85,0.05,0.59
0.95,0.05,0.59
0.05,0.15,0.59
0.15,0.15,0.59
0.25,0.15,0.59
0.35,0.15,0.59
0.45,0.15,0.59
0.55,0.15,0.59
0.65,0.15,0.59
0.75,0.15,0.59
0.85,0.15,0.59
0.95,0.15,0.59
0.05,0.25,0.59
0.15,0.25,0.59
0.25,0.25,0.59
0.35,0.25,0.59
0.45,0.25,0.59
0.55,0.25,0.59
0.65,0.25,0.59
0.75,0.25,0.59
0.85,0.25,0.59
0.95,0.25,0.59
0.05,0.35,0.59
0.15,0.35,0.59
0.25,0.35,0.59
0.35,0.35,0.59
0.45,0.35,0.59
0.55,0.35,0.59
0.65,0.35,0.59
0.75,0.35,0.59
0.85,0.35,0.59
0.95,0.35,0.59
0.05,0.45,0.59
0.15,0.45,0.59
0.25,0.45,0.59
0.35,0.45,0.59
0.45,0.45,0.59
0.55,0.45,0.59
0.65,0.45,0.59
0.75,0.45,0.59
0.85,0.45,0.59
0.95,0.45,0.59
0.05,0.55,0.59
0.15,0.55,0.59
0.25,0.55,0.59
0.35,0.55,0.59
0.45,0.55,0.59
0.55,0.55,0.59
0.65,0.55,0.59
0.75,0.55,0.59
0.85,0.55,0.59
0.95,0.55,0.59
0.05,0.65,0.59
0.15,0.65,0.59
0.25,0.65,0.59
0.35,0.65,0.59
0.45,0.65,0.59
0.55,0.65,0.59
0.65,0.65,0.59
0.75,0.65,0.59
0.85,0.65,0.59
0.95,0.65,0.59
0.05,0.75,0.59
0.15,0.75,0.59
0.25,0.75,0.59
